time,ax,ay,az,atotal
0.006157875061035156,-0.11,0.0,0.05,0.12
0.010694026947021484,-0.02,-0.04,0.0,0.04
0.021929025650024414,0.06,0.02,0.07,0.09
0.031015872955322266,0.09,0.18,0.05,0.2
0.04212617874145508,0.07,0.2,0.08,0.22
0.0549168586730957,0.02,0.12,0.06,0.13
0.0601348876953125,0.07,0.05,-0.03,0.09
0.07150697708129883,0.1,0.05,-0.03,0.11
0.08085799217224121,0.01,0.05,-0.07,0.08
0.09184408187866211,-0.02,0.15,-0.13,0.19
0.10462713241577148,0.06,0.24,-0.14,0.28
0.1101541519165039,0.09,0.17,-0.07,0.2
0.12137699127197266,0.07,0.04,-0.04,0.09
0.13060498237609863,0.03,-0.09,-0.22,0.23
0.14166498184204102,0.02,-0.08,-0.27,0.28
0.15427684783935547,0.0,0.04,-0.21,0.21
0.15962696075439453,0.04,0.1,-0.11,0.15
0.17119312286376953,0.08,0.05,-0.07,0.11
0.18021917343139648,0.03,-0.01,-0.05,0.05
0.19124794006347656,-0.03,-0.06,-0.02,0.06
0.20403289794921875,-0.1,-0.11,-0.11,0.18
0.20951414108276367,-0.09,-0.11,-0.06,0.15
0.22077512741088867,0.04,-0.04,-0.06,0.08
0.23012208938598633,0.16,0.07,-0.23,0.28
0.24094486236572266,0.16,0.12,-0.29,0.35
0.2537729740142822,0.14,0.14,-0.2,0.28
0.25914597511291504,0.0,0.22,-0.09,0.23
0.27075910568237305,-0.04,0.2,-0.04,0.2
0.27971506118774414,-0.08,0.14,-0.15,0.22
0.29070496559143066,-0.06,0.06,-0.2,0.21
0.3033928871154785,-0.09,-0.01,-0.08,0.12
0.30889296531677246,-0.09,0.0,0.05,0.1
0.32042598724365234,0.1,0.02,0.07,0.12
0.3295400142669678,0.2,0.1,-0.03,0.22
0.3404269218444824,0.16,0.13,0.0,0.2
0.3534269332885742,0.09,0.14,-0.01,0.16
0.3584771156311035,0.03,0.13,-0.1,0.16
0.3703770637512207,0.06,0.13,0.0,0.14
0.3791530132293701,-0.03,0.09,0.03,0.09
0.3901538848876953,-0.07,-0.02,-0.1,0.12
0.4029521942138672,-0.08,-0.08,-0.26,0.28
0.40862417221069336,-0.02,0.02,-0.31,0.31
0.42017102241516113,0.01,0.09,-0.3,0.31
0.4291050434112549,0.04,0.11,-0.17,0.2
0.44004392623901367,0.06,0.06,-0.06,0.1
0.4527909755706787,0.04,0.07,0.01,0.08
0.4580199718475342,0.05,0.08,-0.02,0.09
0.46994686126708984,0.04,0.04,-0.07,0.09
0.478640079498291,0.01,0.01,-0.17,0.17
