time,ax,ay,az,atotal
0.005372047424316406,-0.01,0.0,-0.23,0.23
0.015066146850585938,-0.02,-0.02,0.16,0.16
0.024917125701904297,0.03,0.0,0.68,0.68
0.03712320327758789,-0.01,-0.04,0.66,0.66
0.04484701156616211,0.0,-0.04,0.29,0.29
0.05472707748413086,0.01,-0.02,0.05,0.05
0.06496334075927734,0.03,-0.01,-0.03,0.04
0.07512903213500977,0.01,-0.04,0.01,0.04
0.09498310089111328,0.03,-0.01,0.16,0.16
0.09884405136108398,0.03,-0.03,0.1,0.1
0.10451912879943848,0.0,-0.03,-0.17,0.17
0.11445331573486328,0.0,0.0,-0.29,0.28
0.12455415725708008,0.01,0.0,-0.23,0.23
0.13973331451416016,0.0,-0.02,-0.19,0.19
0.14554309844970703,0.01,-0.01,-0.1,0.1
0.1542351245880127,-0.01,-0.03,-0.04,0.05
0.16403532028198242,-0.01,-0.02,-0.12,0.12
0.17383813858032227,-0.01,-0.01,-0.2,0.2
0.19008731842041016,-0.01,0.0,-0.17,0.17
0.19562816619873047,-0.01,-0.01,-0.15,0.15
0.20385122299194336,-0.03,-0.03,-0.12,0.12
0.2137622833251953,-0.01,-0.03,-0.03,0.04
0.22391414642333984,-0.01,-0.01,0.07,0.07
0.2384800910949707,-0.02,-0.03,0.14,0.14
0.2449512481689453,-0.05,-0.03,0.08,0.09
0.25351428985595703,-0.01,0.0,-0.13,0.13
0.26354408264160156,-0.02,-0.02,-0.24,0.24
0.27347421646118164,-0.01,0.01,-0.25,0.25
0.28818416595458984,-0.02,-0.04,-0.14,0.14
0.29464221000671387,-0.02,-0.03,-0.1,0.1
0.30335116386413574,0.01,0.02,-0.11,0.11
0.3132810592651367,-0.01,0.01,-0.03,0.03
0.3232550621032715,0.0,-0.01,0.06,0.06
0.33773231506347656,-0.01,-0.02,0.24,0.24
0.3442981243133545,0.0,-0.04,0.4,0.4
0.35310816764831543,-0.02,-0.04,0.24,0.24
0.36297011375427246,-0.01,-0.02,-0.07,0.07
0.3729081153869629,0.0,-0.01,-0.19,0.19
0.3834512233734131,0.01,0.01,-0.12,0.12
0.3940873146057129,0.02,-0.01,0.06,0.06
0.40268921852111816,-0.01,-0.04,0.1,0.1
0.4126551151275635,-0.01,-0.02,-0.08,0.08
0.4225730895996094,0.01,0.0,-0.23,0.23
0.43309712409973145,0.0,-0.02,-0.14,0.14
0.44374799728393555,-0.01,0.0,-0.04,0.04
0.4522831439971924,-0.04,-0.02,-0.07,0.08
0.46242809295654297,-0.02,-0.01,-0.06,0.06
0.47229719161987305,-0.01,-0.04,-0.01,0.04
0.48330020904541016,-0.02,-0.04,0.14,0.14
0.49355030059814453,0.01,-0.01,0.14,0.14
0.5021181106567383,0.0,-0.03,0.05,0.05
0.5120131969451904,-0.03,-0.03,-0.06,0.07
0.5219812393188477,0.0,-0.01,-0.11,0.11
0.5324561595916748,0.01,0.0,-0.09,0.09
0.5427732467651367,-0.02,-0.02,-0.03,0.04
0.5513472557067871,-0.01,-0.02,0.0,0.02
0.5617191791534424,-0.02,-0.02,-0.02,0.03
0.5717072486877441,-0.03,-0.03,-0.06,0.07
0.58225417137146,-0.01,-0.01,-0.04,0.04
0.5926733016967773,-0.03,-0.03,-0.1,0.1
0.6017212867736816,0.0,0.01,-0.22,0.22
0.6114561557769775,-0.01,0.0,-0.18,0.18
0.621422290802002,0.0,-0.02,-0.05,0.05
0.6320412158966064,0.0,-0.01,0.13,0.13
0.6424713134765625,-0.03,-0.03,0.14,0.14
0.6513242721557617,-0.03,-0.03,0.05,0.06
0.661323070526123,-0.02,-0.01,-0.02,0.03
0.6711950302124023,-0.03,-0.02,-0.11,0.11
0.6817202568054199,0.01,-0.01,-0.02,0.02
0.6923103332519531,-0.03,-0.02,0.06,0.06
0.7014970779418945,-0.01,-0.01,0.05,0.05
0.7107951641082764,0.01,-0.01,0.0,0.01
0.7207469940185547,-0.01,-0.01,-0.03,0.03
0.7316451072692871,-0.01,-0.01,0.0,0.01
0.742077112197876,-0.02,-0.03,0.02,0.04
0.7512392997741699,-0.03,-0.04,0.01,0.05
0.760526180267334,-0.01,-0.02,-0.09,0.09
0.770470142364502,-0.02,-0.02,-0.18,0.18
0.7811071872711182,-0.02,-0.01,-0.17,0.17
0.7912871837615967,-0.02,0.0,-0.1,0.1
0.8006091117858887,-0.01,-0.01,-0.04,0.04
0.8101053237915039,-0.02,-0.03,0.02,0.04
0.8203911781311035,-0.03,-0.02,0.01,0.03
0.8307721614837646,0.02,-0.01,0.03,0.03
0.8411891460418701,-0.01,-0.01,0.13,0.13
0.8500890731811523,-0.02,-0.04,0.19,0.19
0.8599362373352051,0.01,-0.01,0.15,0.15
0.8699092864990234,-0.01,-0.01,0.0,0.01
0.8804221153259277,-0.01,-0.02,-0.13,0.13
0.8908281326293945,0.0,-0.01,-0.18,0.18
0.8994503021240234,-0.02,-0.01,-0.18,0.18
0.9096012115478516,-0.02,-0.02,-0.11,0.11
0.9195871353149414,0.0,-0.01,-0.04,0.04
0.9302191734313965,-0.02,-0.03,0.0,0.03
0.9404292106628418,-0.03,-0.02,-0.01,0.03
0.9492692947387695,-0.02,-0.02,-0.03,0.04
0.959197998046875,-0.01,-0.01,0.0,0.01
0.9692792892456055,-0.02,-0.01,0.07,0.07
0.9797341823577881,0.01,0.0,0.07,0.07
0.990300178527832,-0.01,-0.01,0.03,0.03
0.9990730285644531,0.0,0.0,-0.03,0.03
1.009099006652832,-0.01,-0.01,-0.05,0.05
1.0188801288604736,-0.02,-0.02,-0.11,0.11
1.029292106628418,-0.01,0.0,-0.17,0.17
1.0399513244628906,-0.03,-0.01,-0.19,0.19
1.048821210861206,-0.01,0.02,-0.21,0.21
1.0588021278381348,-0.06,-0.01,-0.23,0.23
1.0684642791748047,-0.05,-0.01,-0.15,0.15
1.0796902179718018,-0.03,-0.03,0.05,0.06
1.0897040367126465,-0.03,-0.04,0.2,0.2
1.098628044128418,0.02,0.0,0.35,0.35
1.108330249786377,0.02,0.0,0.36,0.36
1.1184792518615723,0.04,0.02,0.26,0.26
1.1290841102600098,0.05,0.01,0.17,0.17
1.1394221782684326,-0.05,-0.08,0.05,0.1
1.148268222808838,0.01,-0.02,0.0,0.02
1.158196210861206,0.03,0.02,-0.1,0.1
1.1684222221374512,-0.02,-0.02,-0.18,0.18
1.1788101196289062,-0.01,-0.02,-0.27,0.27
1.189840316772461,-0.04,-0.02,-0.31,0.31
1.1979241371154785,-0.04,-0.01,-0.34,0.34
1.2080841064453125,-0.01,0.0,-0.23,0.23
1.2184581756591797,-0.03,-0.02,-0.04,0.05
1.2286231517791748,-0.03,0.0,0.12,0.12
1.2396602630615234,0.01,-0.01,0.21,0.21
1.247610092163086,-0.01,-0.03,0.19,0.19
1.2576751708984375,0.0,-0.01,0.03,0.03
1.2682502269744873,0.02,0.01,-0.02,0.03
1.2781271934509277,0.01,0.0,0.01,0.01
1.2894530296325684,-0.01,-0.02,-0.04,0.04
1.2973952293395996,-0.02,-0.02,-0.17,0.17
1.307332992553711,-0.04,-0.02,-0.23,0.23
1.3177311420440674,-0.04,-0.02,-0.2,0.2
1.3279590606689453,-0.02,0.01,-0.11,0.11
1.339548110961914,-0.01,0.01,0.01,0.01
1.346973180770874,-0.02,-0.01,0.1,0.1
1.3570680618286133,0.01,0.0,0.05,0.05
1.3673672676086426,-0.01,-0.01,-0.03,0.03
1.3775701522827148,-0.02,-0.02,-0.01,0.03
1.3895173072814941,-0.03,-0.04,0.01,0.05
1.3967480659484863,-0.02,-0.04,0.06,0.07
1.406771183013916,-0.02,-0.04,0.09,0.1
1.4167912006378174,-0.03,-0.02,0.01,0.03
1.4271740913391113,0.01,0.01,-0.13,0.13
1.4378662109375,0.0,0.0,-0.18,0.18
1.4464402198791504,-0.01,-0.01,-0.11,0.11
1.4564411640167236,-0.01,-0.02,-0.04,0.04
1.4665241241455078,-0.03,0.0,0.07,0.07
1.476945161819458,-0.03,-0.02,0.05,0.06
1.4874310493469238,-0.01,-0.03,-0.01,0.03
1.496338129043579,-0.02,-0.02,0.03,0.04
1.5062131881713867,-0.03,-0.03,0.03,0.05
1.5161480903625488,0.0,0.0,0.02,0.02
1.5265581607818604,0.02,-0.01,0.04,0.04
1.5370512008666992,0.01,-0.01,-0.01,0.01
1.5461063385009766,0.02,0.0,-0.03,0.03
1.5560061931610107,-0.01,-0.01,-0.05,0.05
1.566014289855957,0.01,-0.02,-0.09,0.09
1.5764412879943848,-0.01,-0.02,-0.08,0.08
1.5869240760803223,-0.02,-0.01,-0.1,0.1
1.5956251621246338,0.0,-0.01,-0.08,0.08
1.6057591438293457,-0.02,-0.03,0.0,0.03
1.6156620979309082,-0.03,-0.03,0.07,0.08
1.6262030601501465,-0.02,-0.02,0.05,0.05
1.6365711688995361,-0.02,-0.02,0.02,0.03
1.645531177520752,-0.02,-0.01,-0.09,0.09
1.655494213104248,0.0,0.0,-0.26,0.26
1.665426254272461,-0.02,0.01,-0.25,0.25
1.676086187362671,-0.04,-0.02,-0.14,0.14
1.6861591339111328,-0.01,-0.01,0.02,0.02
1.695207118988037,-0.03,-0.03,0.13,0.13
1.7050743103027344,-0.04,-0.05,0.16,0.17
1.7150583267211914,-0.02,-0.03,0.14,0.14
1.7254400253295898,-0.01,-0.01,0.1,0.1
1.7360341548919678,0.01,0.0,0.01,0.01
1.744868278503418,0.0,-0.01,-0.1,0.1
1.7548902034759521,0.0,0.01,-0.19,0.19
1.7649102210998535,-0.01,0.0,-0.22,0.22
1.7752652168273926,-0.01,0.0,-0.07,0.07
1.7861652374267578,-0.02,-0.02,0.03,0.04
1.794748306274414,0.0,-0.03,0.07,0.07
1.80458402633667,-0.01,-0.02,0.13,0.13
1.8147311210632324,-0.02,-0.02,0.1,0.1
1.8250880241394043,0.0,0.0,-0.03,0.03
1.836076259613037,-0.02,0.0,-0.15,0.15
1.844165325164795,-0.01,0.0,-0.18,0.18
1.8541340827941895,-0.03,-0.03,-0.15,0.15
1.8642902374267578,-0.02,0.0,-0.06,0.06
1.8746371269226074,-0.03,-0.04,-0.06,0.07
1.8855571746826172,-0.02,0.0,-0.01,0.02
1.8939621448516846,-0.01,-0.01,0.04,0.04
1.903773307800293,0.0,-0.01,0.09,0.09
1.9136431217193604,-0.01,-0.01,0.09,0.09
1.9239740371704102,-0.01,0.0,0.01,0.01
1.9351022243499756,-0.03,-0.01,-0.06,0.06
1.9436421394348145,0.0,0.0,-0.09,0.09
1.9535670280456543,-0.01,0.0,-0.11,0.11
1.963625192642212,-0.01,-0.02,-0.13,0.13
1.9739961624145508,-0.04,-0.02,-0.07,0.08
1.984870195388794,-0.03,0.0,-0.02,0.03
1.993293285369873,-0.03,0.0,-0.04,0.05
2.003185272216797,-0.02,-0.03,-0.02,0.04
2.013273239135742,0.0,-0.01,0.0,0.01
2.023538112640381,0.0,-0.02,-0.05,0.05
2.034722328186035,-0.01,0.0,-0.14,0.14
2.0428900718688965,-0.03,0.0,-0.14,0.14
2.053004264831543,-0.02,-0.01,-0.1,0.1
2.0630831718444824,0.0,-0.02,0.0,0.02
