time,ax,ay,az,atotal
0.008408069610595703,-0.08,-0.02,-0.57,0.57
0.021618127822875977,-0.01,0.0,0.18,0.18
0.0240020751953125,0.08,0.01,1.27,1.27
0.03388810157775879,0.14,-0.01,1.68,1.68
0.04375720024108887,0.09,0.01,0.84,0.84
0.05424189567565918,0.01,-0.01,-0.28,0.28
0.07071304321289062,-0.05,-0.01,-0.9,0.9
0.07384705543518066,-0.04,-0.02,-0.88,0.88
0.08362412452697754,-0.04,-0.01,-0.48,0.48
0.09394192695617676,0.0,-0.01,0.0,0.01
0.10381603240966797,0.0,-0.02,0.06,0.06
0.12018895149230957,0.02,0.0,0.13,0.13
0.12339901924133301,0.02,-0.01,0.19,0.19
0.1333460807800293,0.01,-0.02,-0.09,0.09
0.14372897148132324,-0.02,-0.02,-0.29,0.29
0.15359091758728027,-0.03,-0.02,-0.15,0.15
0.17035508155822754,0.02,-0.02,0.08,0.08
0.17313885688781738,-0.01,-0.02,0.03,0.03
0.18304204940795898,-0.02,-0.01,-0.17,0.17
0.19304108619689941,-0.02,-0.01,-0.17,0.17
0.2035229206085205,-0.01,-0.02,0.04,0.04
0.21322202682495117,-0.02,-0.01,0.03,0.03
0.22345185279846191,-0.02,-0.01,-0.23,0.23
0.23272204399108887,-0.04,-0.01,-0.3,0.3
0.2430131435394287,-0.05,-0.01,-0.22,0.22
0.2532360553741455,-0.04,-0.02,-0.28,0.28
0.2625749111175537,-0.04,-0.01,-0.18,0.18
0.2725410461425781,0.0,0.0,0.31,0.31
0.2823941707611084,0.03,-0.02,0.72,0.72
0.2923450469970703,0.05,-0.03,0.48,0.48
0.30271220207214355,-0.01,-0.01,-0.05,0.05
0.3123948574066162,-0.03,0.0,-0.34,0.34
0.32216906547546387,-0.03,-0.01,-0.23,0.23
0.3321669101715088,-0.03,-0.04,-0.03,0.05
0.3420579433441162,0.01,0.02,-0.09,0.09
0.35247302055358887,-0.03,-0.01,-0.02,0.03
0.36208510398864746,-0.01,-0.01,0.1,0.1
0.3719141483306885,-0.01,-0.01,0.02,0.02
0.3818190097808838,-0.01,-0.01,0.0,0.01
0.3921539783477783,0.0,-0.01,0.01,0.01
0.4020969867706299,-0.02,-0.01,-0.06,0.06
0.41198205947875977,-0.01,0.0,-0.06,0.06
0.4217698574066162,0.01,0.01,0.07,0.07
0.43169093132019043,0.0,0.0,0.07,0.07
0.4418761730194092,0.0,-0.01,-0.05,0.05
0.4516770839691162,-0.01,-0.01,-0.04,0.04
0.4616711139678955,0.0,-0.02,-0.04,0.04
0.47134995460510254,0.0,0.0,-0.13,0.13
0.48138904571533203,-0.04,-0.01,-0.25,0.25
0.4912869930267334,-0.03,-0.02,-0.16,0.16
0.5016238689422607,-0.02,0.0,-0.04,0.04
0.5112960338592529,-0.03,-0.01,-0.03,0.04
0.5212271213531494,-0.02,-0.02,-0.01,0.03
0.5310618877410889,-0.03,-0.01,-0.05,0.05
0.541607141494751,-0.04,-0.03,-0.1,0.11
0.5514559745788574,-0.05,-0.01,-0.21,0.21
0.5611631870269775,-0.05,0.0,-0.26,0.26
0.57076096534729,-0.04,0.0,-0.09,0.09
0.5806770324707031,-0.04,-0.01,0.04,0.05
0.590703010559082,-0.01,-0.01,0.26,0.26
0.6010730266571045,0.01,0.0,0.34,0.34
0.6106178760528564,0.02,-0.01,0.25,0.25
0.6204721927642822,0.0,-0.01,0.11,0.11
0.6303741931915283,-0.02,-0.02,-0.11,0.11
0.6403748989105225,-0.01,-0.01,-0.19,0.19
0.650252103805542,-0.02,-0.01,-0.23,0.23
0.6608059406280518,-0.01,0.0,-0.17,0.17
0.670212984085083,-0.01,0.0,-0.08,0.08
0.6802279949188232,0.01,-0.01,0.06,0.06
0.6905591487884521,-0.01,0.0,0.04,0.04
0.7000360488891602,-0.03,-0.01,-0.02,0.03
0.7102100849151611,-0.03,-0.01,-0.06,0.06
0.7211229801177979,-0.02,0.0,-0.07,0.07
0.7302548885345459,0.01,0.0,0.06,0.06
0.7397439479827881,0.01,0.0,0.28,0.28
0.7498610019683838,0.03,0.0,0.38,0.38
0.7602310180664062,0.03,0.01,0.24,0.24
0.7716019153594971,0.02,-0.01,-0.02,0.03
0.7795321941375732,-0.01,-0.01,-0.27,0.27
0.7893080711364746,-0.01,0.0,-0.25,0.25
0.8002550601959229,-0.03,-0.01,-0.27,0.27
0.809520959854126,-0.02,0.0,-0.2,0.2
0.8194169998168945,-0.01,0.0,-0.02,0.02
0.829207181930542,0.0,-0.01,0.05,0.05
0.8391540050506592,-0.01,-0.01,0.04,0.04
0.849053144454956,-0.01,-0.01,-0.04,0.04
0.8596198558807373,-0.02,0.0,-0.08,0.08
0.8711121082305908,-0.03,0.0,-0.06,0.06
0.8789820671081543,-0.03,-0.03,-0.01,0.04
0.8889811038970947,-0.02,-0.02,-0.05,0.05
0.8989520072937012,-0.03,-0.01,-0.1,0.1
0.909276008605957,-0.02,-0.01,-0.07,0.07
0.9213449954986572,-0.02,-0.02,-0.07,0.07
0.928753137588501,-0.03,0.0,-0.13,0.13
0.9386739730834961,-0.01,-0.01,-0.06,0.06
0.9491541385650635,0.0,0.0,0.05,0.05
0.9585580825805664,0.0,0.0,0.12,0.12
